朵	82
疏	82
紋	82
餅	82
唸	81
堪	81
奉	81
循	81
撒	81
棉	81
眠	81
瞬	81
貢	81
蹤	81
刮	80
寺	80
掘	80
爐	80
穆	80
缸	80
腐	80
贊	80
亨	79
佩	79
啦	79
挖	79
滴	79
祥	79
鍾	79
喇	78
敲	78
洽	78
貫	78
刷	77
割	77
噴	77
彎	77
搞	77
繫	77
銳	77
馨	77
騙	77
函	76
嘛	76
屈	76
忌	76
怖	76
慘	76
掩	76
斜	76
埃	75
巾	75
揭	75
爽	75
粒	75
鳳	75
齣	75
吵	74
呎	74
哭	74
擠	74
樑	74
淚	74
漂	74
纏	74
賄	74
辣	74
闊	74
陪	74
鹿	74
伏	73
廉	73
捉	73
搜	73
攤	73
淺	73
湧	73
瘋	73
肩	73
腰	73
茂	73
顛	73
懼	72
抹	72
措	72
旺	72
昂	72
灑	72
綿	72
裸	72
銘	72
韻	72
飄	72
馳	72
鬱	72
鴨	72
齒	72
丈	71
叢	71
帳	71
拖	71
斑	71
汁	71
祭	71
紮	71
翼	71
託	71
誼	71
謀	71
醇	71
券	70
娛	70
嫌	70
恢	70
惟	70
捲	70
敘	70
涼	70
災	70
猛	70
碧	70
祝	70
蔔	70
仙	69
梯	69
爛	69
爵	69
疊	69
脆	69
裕	69
鳴	69
召	68
峽	68
抬	68
拔	68
框	68
櫃	68
狼	68
盒	68
違	68
銅	68
勾	67
妥	67
拾	67
挺	67
燥	67
腎	67
螺	67
逛	67
酷	67
仿	66
匈	66
卅	66
吐	66
械	66
沖	66
溜	66
灘	66
盈	66
租	66
蒸	66
褲	66
賦	66
賭	66
赫	66
黏	66
卵	65
哀	65
喚	65
喻	65
夥	65
帥	65
怡	65
戒	65
瓊	65
甫	65
肢	65
肪	65
膏	65
茄	65
赤	65
匙	64
叭	64
嫁	64
宋	64
憾	64
昭	64
溪	64
漠	64
潰	64
煌	64
翁	64
脅	64
艇	64
販	64
醉	64
錫	64
陌	64
霍	64
魏	64
凸	63
卓	63
札	63
汗	63
盆	63
盧	63
盲	63
碩	63
罩	63
翰	63
臭	63
芽	63
謹	63
鬍	63
喊	62
寞	62
帽	62
牲	62
蝶	62
鵝	62
傅	61
屏	61
惱	61
拼	61
斥	61
昔	61
淑	61
疼	61
盼	61
逼	61
邪	61
頸	61
凌	60
坑	60
墳	60
恆	60
梭	60
殼	60
燜	60
犧	60
矮	60
翠	60
聆	60
腔	60
衰	60
轎	60
驟	60
撐	59
擋	59
旬	59
煞	59
牧	59
狄	59
盾	59
臂	59
蓄	59
鈕	59
鑽	59
俠	58
叉	58
坊	58
填	58
悄	58
拆	58
撼	58
擅	58
昆	58
玄	58
瘤	58
盪	58
睹	58
筋	58
糾	58
膩	58
艱	58
蒐	58
袖	58
誇	58
轟	58
雇	58
准	57
厭	57
厲	57
呀	57
寮	57
役	57
憐	57
杉	57
濱	57
碳	57
蓓	57
薦	57
藤	57
虹	57
衷	57
襯	57
錦	57
鴉	57
垂	56
埋	56
廂	56
廷	56
恨	56
潑	56
粧	56
舍	56
賢	56
辨	56
兆	55
姊	55
姬	55
毀	55
漏	55
痕	55
癇	55
碑	55
籠	55
諧	55
嬰	54
悟	54
戈	54
掀	54
欽	54
殖	54
猜	54
癲	54
肖	54
虧	54
鋪	54
侯	53
后	53
嚇	53
嫩	53
泳	53
灌	53
烤	53
矛	53
磯	53
衍	53
訝	53
駐	53
捐	52
撫	52
桑	52
梵	52
縫	52
蔬	52
訣	52
豔	52
貸	52
鍊	52
陵	52
霧	52
叔	51
扎	51
抒	51
昌	51
欠	51
淵	51
獸	51
紡	51
耕	51
譬	51
賀	51
兔	50
剖	50
勉	50
垃	50
媚	50
屢	50
弦	50
彰	50
怒	50
晰	50
暑	50
桂	50
椒	50
玲	50
矚	50
艘	50
蕾	50
趁	50
頌	50
驕	50
井	49
啤	49
喉	49
圾	49
塢	49
彙	49
梁	49
濾	49
肺	49
趟	49
仲	48
劣	48
吊	48
噪	48
愁	48
摘	48
浦	48
浩	48
牢	48
粹	48
菱	48
薇	48
蝦	48
逸	48
醜	48
鮑	48
劍	47
喔	47
孝	47
宅	47
淘	47
燁	47
燕	47
燙	47
畏	47
瘦	47
碗	47
肅	47
脹	47
舌	47
餓	47
齋	47
占	46
呆	46
墜	46
寵	46
撰	46
歇	46
燦	46
琪	46
罕	46
臣	46
襖	46
酬	46
伽	45
催	45
岡	45
拋	45
撤	45
棟	45
歎	45
渾	45
碌	45
罰	45
罵	45
遂	45
銜	45
勿	44
埠	44
嬌	44
嶼	44
廖	44
悶	44
敷	44
枝	44
柴	44
槓	44
沾	44
瀑	44
瓷	44
癢	44
眉	44
紗	44
諮	44
躲	44
債	43
卑	43
奠	43
宵	43
崔	43
巢	43
慈	43
披	43
枕	43
棲	43
毅	43
珊	43
繽	43
羞	43
羨	43
腱	43
蘋	43
阪	43
陀	43
僑	42
墊	42
崎	42
拘	42
昧	42
槽	42
瘍	42
裹	42
詹	42
躺	42
雀	42
償	41
叛	41
噸	41
坪	41
巷	41
挪	41
敞	41
棋	41
溶	41
睫	41
秉	41
稻	41
窩	41
繳	41
膀	41
蝴	41
隙	41
黛	41
鼎	41
嘲	40
嚮	40
嶄	40
扁	40
栗	40
溢	40
狹	40
礦	40
腕	40
臥	40
艷	40
蘊	40
衫	40
鉅	40
閣	40
乖	39
仇	39
喘	39
扯	39
撿	39
攀	39
斗	39
旨	39
欺	39
汀	39
汰	39
泌	39
浸	39
淪	39
澡	39
癒	39
罹	39
蕩	39
虐	39
蠻	39
裔	39
諷	39
趙	39
邏	39
鈴	39
饋	39
丘	38
乍	38
冥	38
卸	38
坎	38
夷	38
姜	38
挫	38
梨	38
櫥	38
溯	38
矯	38
磚	38
稚	38
窄	38
筒	38
罐	38
芒	38
諒	38
貞	38
踐	38
邱	38
釀	38
仗	37
匳	37
埔	37
壺	37
屁	37
弗	37
悍	37
悔	37
捏	37
槐	37
湊	37
湘	37
瀏	37
瞧	37
磅	37
秦	37
芭	37
茫	37
襪	37
錶	37
伙	36
倦	36
吞	36
咬	36
婉	36
慌	36
掙	36
晉	36
曆	36
竭	36
笨	36
聘	36
肫	36
胖	36
菸	36
蒼	36
蓬	36
蔣	36
蜂	36
遮	36
麟	36
云	35
寡	35
弘	35
彭	35
拌	35
曹	35
枯	35
椰	35
檯	35
沸	35
渦	35
瑣	35
筍	35
締	35
証	35
詠	35
賠	35
辯	35
迄	35
郁	35
頒	35
髒	35
俞	34
傻	34
凰	34
匆	34
吟	34
哩	34
喧	34
囉	34
孟	34
寓	34
崩	34
慨	34
憤	34
扶	34
晴	34
洩	34
滲	34
漁	34
瀛	34
疹	34
糟	34
綁	34
纜	34
伐	33
余	33
勻	33
咪	33
征	33
惹	33
拚	33
歧	33
漆	33
澄	33
癮	33
禍	33
禦	33
禪	33
耍	33
葬	33
蔥	33
蛇	33
覓	33
貪	33
饒	33
丸	32
剎	32
咳	32
啞	32
娶	32
廁	32
廓	32
愧	32
抄	32
撈	32
昨	32
暈	32
泊	32
湄	32
穫	32
穴	32
茵	32
褐	32
詭	32
遵	32
闢	32
霜	32
韌	32
飆	32
飢	32
鹼	32
俏	31
偽	31
傘	31
匠	31
娟	31
孵	31
帖	31
廈	31
愚	31
捧	31
枚	31
澀	31
犬	31
窺	31
糙	31
脾	31
謠	31
逗	31
鈔	31
闖	31
隸	31
靡	31
餵	31
龜	31
倘	30
兇	30
呵	30
宰	30
履	30
嶺	30
瀉	30
炙	30
胩	30
萍	30
薰	30
蝕	30
謎	30
迥	30
邰	30
仕	29
僵	29
募	29
叮	29
嗜	29
墅	29
庸	29
曬	29
栽	29
濫	29
瑕	29
甦	29
畔	29
瘪	29
皂	29
盎	29
竄	29
胺	29
萎	29
蒜	29
豈	29
軀	29
郊	29
釉	29
頑	29
俐	28
倉	28
帆	28
懶	28
晃	28
氫	28
湛	28
烘	28
煉	28
熬	28
瑜	28
睞	28
禿	28
聳	28
舟	28
蚤	28
遣	28
鈣	28
錨	28
魄	28
俯	27
勸	27
卉	27
奢	27
奴	27
妃	27
弧	27
拙	27
挽	27
撲	27
株	27
炫	27
燭	27
痴	27
矩	27
穎	27
綱	27
茱	27
袓	27
鋁	27
饗	27
髓	27
鬚	27
鷄	27
鹹	27
侷	26
倚	26
儒	26
刑	26
峇	26
御	26
掠	26
旭	26
曠	26
梳	26
棚	26
檳	26
沃	26
炮	26
煥	26
疵	26
痺	26
皺	26
盔	26
窘	26
肆	26
芋	26
菇	26
蕙	26
誓	26
軒	26
霹	26
靂	26
剝	25
匿	25
妄	25
暇	25
暨	25
曖	25
淫	25
禧	25
簿	25
紳	25
腺	25
苛	25
菁	25
褪	25
謙	25
銖	25
阮	25
顫	25
魁	25
侍	24
僧	24
儼	24
冤	24
凹	24
哇	24
哦	24
嘶	24
嚼	24
尬	24
尷	24
岳	24
憲	24
攔	24
樁	24
汲	24
沮	24
淆	24
淒	24
渥	24
瀟	24
煎	24
瑩	24
眷	24
砂	24
笛	24
膨	24
芙	24
范	24
蠟	24
豎	24
辰	24
遨	24
鏈	24
闡	24
陋	24
划	23
剔	23
嗽	23
妓	23
嫦	23
寢	23
屠	23
巔	23
恤	23
揉	23
揹	23
桶	23
泣	23
淇	23
矣	23
篩	23
緝	23
縛	23
舖	23
萃	23
葵	23
薛	23
裙	23
賊	23
邂	23
醋	23
鶯	23
侏	22
倡	22
傢	22
嗅	22
嗓	22
妖	22
崗	22
巫	22
弊	22
抉	22
抖	22
歉	22
殷	22
毽	22
沫	22
畜	22
癡	22
穀	22
窟	22
羽	22
翔	22
翩	22
耘	22
聾	22
肇	22
膝	22
蔓	22
蚊	22
諱	22
豚	22
豫	22
踩	22
辱	22
逾	22
鞭	22
馴	22
黴	22
削	21
嘍	21
妒	21
媛	21
弛	21
恥	21
捍	21
摹	21
擲	21
旱	21
朽	21
梗	21
樞	21
橄	21
欖	21
毋	21
沛	21
滄	21
漓	21
猴	21
獄	21
甄	21
瞻	21
祈	21
禽	21
篤	21
篷	21
簧	21
籤	21
綽	21
緬	21
緯	21
翡	21
莖	21
菩	21
虔	21
謬	21
輻	21
逅	21
郝	21
鄧	21
鉛	21
髦	21
冕	20
厝	20
咱	20
哄	20
啥	20
嘟	20
囑	20
堯	20
嬉	20
悸	20
扇	20
拱	20
挨	20
搏	20
摧	20
攬	20
杭	20
橡	20
沐	20
滯	20
犀	20
珮	20
盃	20
磷	20
絨	20
綴	20
翅	20
翹	20
蓉	20
虞	20
蛻	20
蛾	20
蠔	20
袱	20
鋤	20
鑄	20
黯	20
齦	20
于	19
刪	19
勳	19
匪	19
卿	19
咕	19
唉	19
嘔	19
囂	19
徽	19
拷	19
揣	19
摯	19
擷	19
斬	19
曰	19
曳	19
柳	19
氮	19
漿	19
澈	19
瀕	19
琢	19
疆	19
眺	19
矽	19
砌	19
礁	19
繡	19
耿	19
胥	19
蔭	19
螄	19
踢	19
逍	19
逕	19
釘	19
雛	19
颱	19
亭	18
侃	18
僻	18
壤	18
